"ITTER107","Territorio","TIPO_DATO7","Tipo dato","CORREZ","Correzione","EDIFICI","Tipologia edilizia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q2","T2-2000",47040,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q1","T1-2000",44732,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q4","T4-2000",48231,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q3","T3-2000",44421,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q1","T1-2001",44842,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q2","T2-2001",52839,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q4","T4-2001",47404,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q3","T3-2001",43940,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q2","T2-2002",55005,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q1","T1-2002",49156,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q4","T4-2002",55246,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q3","T3-2002",49821,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q1","T1-2003",55375,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q2","T2-2003",59494,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q4","T4-2003",60591,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q3","T3-2003",54066,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q2","T2-2004",72800,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q1","T1-2004",61241,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q4","T4-2004",71664,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q3","T3-2004",62680,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q1","T1-2005",64633,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q2","T2-2005",78052,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q4","T4-2005",68667,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q3","T3-2005",67250,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q2","T2-2006",71359,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q1","T1-2006",62918,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q4","T4-2006",65792,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q3","T3-2006",61386,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q1","T1-2007",61301,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q2","T2-2007",66335,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q4","T4-2007",63773,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q3","T3-2007",58862,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q2","T2-2008",49640,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q1","T1-2008",50780,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q4","T4-2008",46611,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q3","T3-2008",44752,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q1","T1-2009",36314,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q2","T2-2009",42397,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q4","T4-2009",32326,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q3","T3-2009",30550,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2010-Q2","T2-2010",29942,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2010-Q1","T1-2010",26363,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2010-Q4","T4-2010",27530,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2010-Q3","T3-2010",26551,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2011-Q1","T1-2011",25900,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2011-Q2","T2-2011",28146,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2011-Q4","T4-2011",26419,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2011-Q3","T3-2011",23760,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2012-Q2","T2-2012",20886,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2012-Q1","T1-2012",20645,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2012-Q4","T4-2012",18926,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2012-Q3","T3-2012",16880,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2013-Q1","T1-2013",12655,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2013-Q2","T2-2013",14177,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2013-Q4","T4-2013",12364,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2013-Q3","T3-2013",12581,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2014-Q2","T2-2014",12976,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2014-Q1","T1-2014",10280,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2014-Q4","T4-2014",11622,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2014-Q3","T3-2014",10093,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2015-Q1","T1-2015",11069,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2015-Q2","T2-2015",11668,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2015-Q4","T4-2015",10018,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2015-Q3","T3-2015",10124,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2016-Q2","T2-2016",11565,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2016-Q1","T1-2016",10445,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2016-Q4","T4-2016",11939,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2016-Q3","T3-2016",10282,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2017-Q1","T1-2017",12163,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2017-Q2","T2-2017",14426,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2017-Q4","T4-2017",13144,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2017-Q3","T3-2017",12294,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q2","T2-2018",14229,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q1","T1-2018",13203,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q4","T4-2018",14343,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q3","T3-2018",13821,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q1","T1-2019",13336,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q2","T2-2019",14045,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q4","T4-2019",14469,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q3","T3-2019",13412,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q2","T2-2020",10462,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q1","T1-2020",11954,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q3","T3-2020",12509,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q4","T4-2020",14175,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q1","T1-2021",14241,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q2","T2-2021",15311,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q3","T3-2021",14497,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q4","T4-2021",15790,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q1","T1-2022",15936,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q2","T2-2022",17551,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q3","T3-2022",12800,,
"IT","Italia","NUMDW","abitazioni","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q4","T4-2022",14094,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q2","T2-2000",3889543,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q1","T1-2000",3716852,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q4","T4-2000",3847140,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q3","T3-2000",3599937,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q1","T1-2001",3572676,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q2","T2-2001",4226837,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q4","T4-2001",3782689,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q3","T3-2001",3532214,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q2","T2-2002",4334026,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q1","T1-2002",3859408,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q4","T4-2002",4204830,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q3","T3-2002",3924589,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q1","T1-2003",4221961,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q2","T2-2003",4627633,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q4","T4-2003",4605793,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q3","T3-2003",4107950,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q2","T2-2004",5430026,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q1","T1-2004",4595469,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q4","T4-2004",5256232,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q3","T3-2004",4616891,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q1","T1-2005",4735980,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q2","T2-2005",5755866,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q4","T4-2005",5003884,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q3","T3-2005",4983297,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q2","T2-2006",5214720,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q1","T1-2006",4625826,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q4","T4-2006",4779387,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q3","T3-2006",4523854,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q1","T1-2007",4572872,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q2","T2-2007",4821915,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q4","T4-2007",4660179,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q3","T3-2007",4328373,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q2","T2-2008",3696297,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q1","T1-2008",3780492,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q4","T4-2008",3455713,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q3","T3-2008",3336285,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q1","T1-2009",2679788,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q2","T2-2009",3242867,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q4","T4-2009",2475496,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","N","dati grezzi","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q3","T3-2009",2304946,,
