"ITTER107","Territorio","TIPO_DATO7","Tipo dato","CORREZ","Correzione","EDIFICI","Tipologia edilizia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q2","T2-2018",13354,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q1","T1-2018",13692,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q4","T4-2018",14022,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q3","T3-2018",14559,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q1","T1-2019",13842,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q2","T2-2019",13239,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q4","T4-2019",14098,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q3","T3-2019",14150,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q2","T2-2020",9845,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q1","T1-2020",12377,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q3","T3-2020",13298,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q4","T4-2020",13849,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q1","T1-2021",14631,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q2","T2-2021",14314,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q3","T3-2021",15563,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q4","T4-2021",15514,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q1","T1-2022",16267,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q2","T2-2022",16268,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q3","T3-2022",13842,,
"IT","Italia","NUMDW","abitazioni","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q4","T4-2022",13901,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q2","T2-2000",3619773,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q1","T1-2000",3838601,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q4","T4-2000",3804526,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2000-Q3","T3-2000",3810917,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q1","T1-2001",3694159,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q2","T2-2001",3919352,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q4","T4-2001",3744997,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2001-Q3","T3-2001",3743337,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q2","T2-2002",4011144,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q1","T1-2002",3995074,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q4","T4-2002",4156275,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2002-Q3","T3-2002",4161558,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q1","T1-2003",4381549,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q2","T2-2003",4277812,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q4","T4-2003",4537532,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2003-Q3","T3-2003",4358336,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q2","T2-2004",5010189,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q1","T1-2004",4797553,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q4","T4-2004",5157716,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2004-Q3","T3-2004",4888875,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q1","T1-2005",4979883,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q2","T2-2005",5316444,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q4","T4-2005",4886798,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2005-Q3","T3-2005",5257552,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q2","T2-2006",4839389,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q1","T1-2006",4885110,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q4","T4-2006",4633889,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2006-Q3","T3-2006",4764261,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q1","T1-2007",4846638,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q2","T2-2007",4496958,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q4","T4-2007",4479577,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2007-Q3","T3-2007",4555470,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q2","T2-2008",3446781,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q1","T1-2008",4031269,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q4","T4-2008",3308361,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2008-Q3","T3-2008",3516174,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q1","T1-2009",2874430,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q2","T2-2009",3007370,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q4","T4-2009",2369582,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2009-Q3","T3-2009",2431482,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2010-Q2","T2-2010",2217956,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2010-Q1","T1-2010",2209230,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2010-Q4","T4-2010",2076908,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2010-Q3","T3-2010",2232092,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2011-Q1","T1-2011",2188404,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2011-Q2","T2-2011",2112632,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2011-Q4","T4-2011",2004919,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2011-Q3","T3-2011",2039101,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2012-Q2","T2-2012",1602191,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2012-Q1","T1-2012",1815356,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2012-Q4","T4-2012",1465320,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2012-Q3","T3-2012",1477687,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2013-Q1","T1-2013",1154297,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2013-Q2","T2-2013",1121716,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2013-Q4","T4-2013",1037836,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2013-Q3","T3-2013",1134321,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2014-Q2","T2-2014",1022616,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2014-Q1","T1-2014",982970,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2014-Q4","T4-2014",959777,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2014-Q3","T3-2014",927307,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2015-Q1","T1-2015",981344,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2015-Q2","T2-2015",934666,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2015-Q4","T4-2015",864464,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2015-Q3","T3-2015",948102,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2016-Q2","T2-2016",952391,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2016-Q1","T1-2016",946894,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2016-Q4","T4-2016",1031051,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2016-Q3","T3-2016",965678,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2017-Q1","T1-2017",1093933,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2017-Q2","T2-2017",1146793,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2017-Q4","T4-2017",1126733,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2017-Q3","T3-2017",1109414,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q2","T2-2018",1161389,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q1","T1-2018",1177033,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q4","T4-2018",1213172,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2018-Q3","T3-2018",1246470,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q1","T1-2019",1218745,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q2","T2-2019",1180437,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q4","T4-2019",1237466,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2019-Q3","T3-2019",1247586,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q2","T2-2020",878480,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q1","T1-2020",1092978,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q3","T3-2020",1168479,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2020-Q4","T4-2020",1184584,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q1","T1-2021",1266280,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q2","T2-2021",1235265,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q3","T3-2021",1332237,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2021-Q4","T4-2021",1346531,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q1","T1-2022",1412677,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q2","T2-2022",1406316,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q3","T3-2022",1232647,,
"IT","Italia","USFLAR","superficie utile abitabile (metri quadri)","Y","dati destagionalizzati","NEW_RS_BUIL","fabbricati residenziali nuovi","2022-Q4","T4-2022",1241210,,
